epoch,f0_scaled_loss,ld_scaled_loss,loss,val_f0_scaled_loss,val_ld_scaled_loss,val_loss
0,0.008007810451090336,0.009920581243932247,0.017928391695022583,0.002146040555089712,0.0028536857571452856,0.004999727010726929
1,0.0019259399268776178,0.0036245170049369335,0.005550454370677471,0.0012742269318550825,0.002261026995256543,0.0035352539271116257
2,0.001528247375972569,0.002878094557672739,0.004406342748552561,0.0004999047378078103,0.0022218101657927036,0.0027217145543545485
3,0.0012590576661750674,0.0025139853823930025,0.0037730399053543806,0.000624477572273463,0.0017839556094259024,0.0024084332399070263
4,0.0011565637541934848,0.0023407675325870514,0.003497334197163582,0.0006405720487236977,0.0019019299652427435,0.002542502013966441
5,0.0010213693603873253,0.002201517578214407,0.00322288298048079,0.0003886969934683293,0.0019311498617753386,0.002319847233593464
6,0.0009560334729030728,0.002121411729604006,0.003077445086091757,0.0003774991200771183,0.0017944667488336563,0.002171966480091214
7,0.0009670258732512593,0.0020409950520843267,0.003008022904396057,0.0005665573989972472,0.0019076615571975708,0.00247421907261014
8,0.0008909674943424761,0.0019715516828000546,0.002862517721951008,0.00035019408096559346,0.001536517171189189,0.001886711805127561
9,0.0009031003573909402,0.00191323587205261,0.00281633622944355,0.00032083492260426283,0.0019048864487558603,0.002225721487775445
10,0.0008647681679576635,0.0018654922023415565,0.0027302601374685764,0.0003985232033301145,0.002050139242783189,0.002448662184178829
11,0.0008410608279518783,0.001858652918599546,0.002699713921174407,0.0002926499000750482,0.002535579726099968,0.0028282301500439644
12,0.0007828617817722261,0.0017853359458968043,0.002568197902292013,0.0003291150205768645,0.002215920714661479,0.0025450349785387516
13,0.0005565764149650931,0.0014868846628814936,0.0020434600301086903,0.00017330974515061826,0.0014803474768996239,0.0016536572948098183
14,0.0005092586507089436,0.001404364942573011,0.0019136231858283281,0.00016274624795187265,0.0014439367223531008,0.0016066825482994318
15,0.0004938041674904525,0.0013762387679889798,0.0018700429936870933,0.00013682874850928783,0.0014591875951737165,0.001596016576513648
16,0.0004788328951690346,0.0013621780090034008,0.001841008779592812,0.00013130188744980842,0.0014700833708047867,0.0016013850690796971
17,0.00047282842569984496,0.0013430259423330426,0.0018158560851588845,0.00012800158583559096,0.0015487422933802009,0.0016767435008659959
18,0.00046186731196939945,0.0013011964038014412,0.001763062085956335,0.00012507205246947706,0.001507449778728187,0.0016325217438861728
19,0.00045210777898319066,0.0013085457030683756,0.0017606531037017703,0.00011960081610595807,0.0014761738711968064,0.0015957748983055353
20,0.0004491719591896981,0.0013128380523994565,0.001762010739184916,0.00011923687998205423,0.0014663473702967167,0.001585584133863449
21,0.0004523714887909591,0.001293867826461792,0.0017462385585531592,0.0001166177389677614,0.0014605472097173333,0.0015771652106195688
22,0.000442724849563092,0.0012957900762557983,0.0017385159153491259,0.00011598236596910283,0.0014648091746494174,0.0015807916643097997
23,0.0004497842746786773,0.0012869980419054627,0.0017367834225296974,0.00011626640480244532,0.0014753361465409398,0.0015916028060019016
24,0.00044364845962263644,0.0012925523333251476,0.0017362014623358846,0.00011571557843126357,0.0014695600839331746,0.0015852756332606077
25,0.00045138009591028094,0.0013003452913835645,0.0017517247470095754,0.00011607981286942959,0.0014684023335576057,0.001584482379257679
26,0.00044999117380939424,0.0012956891441717744,0.0017456795321777463,0.00011614000686677173,0.0014701646286994219,0.0015863038133829832
27,0.00044524858822114766,0.0013009904650971293,0.0017462404211983085,0.00011597907723626122,0.0014708242379128933,0.0015868041664361954
28,0.00045319157652556896,0.0012988350354135036,0.0017520257970318198,0.0001161102918558754,0.001471824012696743,0.0015879340935498476
