,thin,hollow,dark,warm,full,bright,muddy,boxy,honky,harsh,tinny,sibilance
0,0.19559209048748016,0.7534059286117554,0.18220408260822296,0.19559209048748016,0.6116858124732971,0.3558511734008789,0.19559209048748016,0.21379248797893524,0.5491960644721985,0.22465316951274872,0.1601448655128479,0.08355263620615005
1,0.14068633317947388,0.7230429649353027,0.20391201972961426,0.14068633317947388,0.5271755456924438,0.44514021277427673,0.14068633317947388,0.1571456342935562,0.548369824886322,0.29078754782676697,0.22187094390392303,0.09267561137676239
2,0.14009623229503632,0.7385087609291077,0.18041975796222687,0.14009623229503632,0.5029274225234985,0.472587525844574,0.14009623229503632,0.1399623602628708,0.5454298257827759,0.3289624750614166,0.2660238444805145,0.0765659362077713
3,0.10270008444786072,0.6251230239868164,0.28894785046577454,0.10270008444786072,0.42238131165504456,0.5570367574691772,0.10270008444786072,0.11842050403356552,0.46738606691360474,0.42368820309638977,0.236324742436409,0.14788106083869934
4,0.14689162373542786,0.6097171902656555,0.30720818042755127,0.14689162373542786,0.4294208288192749,0.5456429123878479,0.14689162373542786,0.16024352610111237,0.4099307060241699,0.40370306372642517,0.20658741891384125,0.15475130081176758
5,0.1820916086435318,0.7304233908653259,0.19717839360237122,0.1820916086435318,0.571544349193573,0.3948492109775543,0.1820916086435318,0.20428486168384552,0.5318291187286377,0.25383031368255615,0.18203330039978027,0.08989177644252777
6,0.13242171704769135,0.7259929776191711,0.19990065693855286,0.13242171704769135,0.5052121877670288,0.4708612263202667,0.13242171704769135,0.16309817135334015,0.5449445843696594,0.3084304630756378,0.24955536425113678,0.09047669917345047
7,0.14189420640468597,0.7005865573883057,0.20233765244483948,0.14189420640468597,0.4534152150154114,0.520179033279419,0.14189420640468597,0.13169161975383759,0.486871600151062,0.36942869424819946,0.2853606045246124,0.08668413758277893
8,0.10492609441280365,0.642282247543335,0.2787574529647827,0.10492609441280365,0.41961801052093506,0.5615031123161316,0.10492609441280365,0.13549979031085968,0.4739983379840851,0.4264853000640869,0.2475813925266266,0.1456105262041092
9,0.13670136034488678,0.6150438189506531,0.294683575630188,0.13670136034488678,0.45728471875190735,0.5181272029876709,0.13670136034488678,0.15839415788650513,0.44679808616638184,0.37298083305358887,0.1888154149055481,0.15036042034626007
10,0.16248391568660736,0.7382087707519531,0.19454598426818848,0.16248391568660736,0.5642065405845642,0.4064858555793762,0.16248391568660736,0.20382164418697357,0.5423915982246399,0.27160516381263733,0.197401762008667,0.0884789228439331
11,0.12971457839012146,0.7104130983352661,0.21271152794361115,0.12971457839012146,0.48054978251457214,0.49491748213768005,0.12971457839012146,0.15752257406711578,0.5145840644836426,0.3433554768562317,0.26282191276550293,0.0948304608464241
12,0.1278846710920334,0.7019978165626526,0.2141183614730835,0.1278846710920334,0.4220822751522064,0.5567533373832703,0.1278846710920334,0.13875019550323486,0.4704078137874603,0.41376134753227234,0.3194015622138977,0.08727755397558212
13,0.0999593660235405,0.6237034201622009,0.2941757142543793,0.0999593660235405,0.38978123664855957,0.5924615263938904,0.0999593660235405,0.13326415419578552,0.4451349377632141,0.45363447070121765,0.26811105012893677,0.14548887312412262
14,0.10371600836515427,0.6109134554862976,0.3114704191684723,0.10371600836515427,0.3940311670303345,0.5864933133125305,0.10371600836515427,0.12525172531604767,0.4386350214481354,0.4378398060798645,0.2462673783302307,0.14613837003707886
15,0.15693378448486328,0.7162035703659058,0.21071860194206238,0.15693378448486328,0.5505531430244446,0.4192104637622833,0.15693378448486328,0.18698908388614655,0.536997377872467,0.27378714084625244,0.19166775047779083,0.09517383575439453
16,0.1306547373533249,0.7432893514633179,0.18282893300056458,0.1306547373533249,0.5109685659408569,0.46502935886383057,0.1306547373533249,0.14951655268669128,0.5568617582321167,0.31500405073165894,0.2642395794391632,0.08022865653038025
17,0.11928342282772064,0.6724337935447693,0.2348499745130539,0.11928342282772064,0.4405905306339264,0.5378111004829407,0.11928342282772064,0.13629478216171265,0.4840882122516632,0.3900246322154999,0.27969592809677124,0.0964769497513771
18,0.1035337969660759,0.6354971528053284,0.27551373839378357,0.1035337969660759,0.4124389588832855,0.56779944896698,0.1035337969660759,0.129192516207695,0.46254780888557434,0.43965819478034973,0.26799339056015015,0.1325978934764862
19,0.08000434190034866,0.6152875423431396,0.2993914783000946,0.08000434190034866,0.3697451651096344,0.6161512136459351,0.08000434190034866,0.10214731842279434,0.44714558124542236,0.4651142954826355,0.29458820819854736,0.1476787030696869
20,0.1557559221982956,0.7205609083175659,0.21169635653495789,0.1557559221982956,0.5493043065071106,0.423473984003067,0.1557559221982956,0.17665033042430878,0.5369033813476562,0.2722770571708679,0.19625437259674072,0.09622147679328918
21,0.13137608766555786,0.7483701109886169,0.17797033488750458,0.13137608766555786,0.4990707337856293,0.4780518114566803,0.13137608766555786,0.14278750121593475,0.5522065162658691,0.3193972706794739,0.28468018770217896,0.07891538739204407
22,0.10103923082351685,0.7019355893135071,0.19701014459133148,0.10103923082351685,0.42694830894470215,0.5559157133102417,0.10103923082351685,0.12134841829538345,0.5030765533447266,0.4089428186416626,0.33872729539871216,0.0794585794210434
23,0.1070699393749237,0.6224902868270874,0.28595829010009766,0.1070699393749237,0.38944628834724426,0.5895344018936157,0.1070699393749237,0.1156807392835617,0.4425283670425415,0.44836297631263733,0.279816597700119,0.13267077505588531
24,0.07004717737436295,0.5870264172554016,0.31402093172073364,0.07004717737436295,0.33436307311058044,0.6520883440971375,0.07004717737436295,0.08681934326887131,0.42237743735313416,0.5010824799537659,0.31336426734924316,0.1452852338552475
25,0.19925522804260254,0.795379102230072,0.11182085424661636,0.19925522804260254,0.5870761275291443,0.3695491850376129,0.19925522804260254,0.19376829266548157,0.5647814869880676,0.25260818004608154,0.24177519977092743,0.04656095430254936
26,0.14664871990680695,0.7513421177864075,0.15168385207653046,0.14664871990680695,0.47699281573295593,0.49179133772850037,0.14664871990680695,0.1432107537984848,0.5277018547058105,0.34353891015052795,0.3193642497062683,0.06295444071292877
27,0.1070929765701294,0.6808921694755554,0.2030375748872757,0.1070929765701294,0.3804704546928406,0.5945944786071777,0.1070929765701294,0.10669171065092087,0.46591803431510925,0.45244690775871277,0.36421480774879456,0.06314365565776825
28,0.10140042752027512,0.5881528258323669,0.3066962659358978,0.10140042752027512,0.3380822241306305,0.6429150700569153,0.10140042752027512,0.09505821764469147,0.388618528842926,0.4990246891975403,0.3084338307380676,0.1325960010290146
29,0.07211785018444061,0.5568408370018005,0.34808897972106934,0.07211785018444061,0.29723089933395386,0.6856319308280945,0.07211785018444061,0.0775778740644455,0.3879256844520569,0.5235294103622437,0.3129541873931885,0.14363069832324982
30,0.14511877298355103,0.6884826421737671,0.22986803948879242,0.14511877298355103,0.4998098313808441,0.4743373990058899,0.14511877298355103,0.155878946185112,0.5005485415458679,0.32722243666648865,0.22580847144126892,0.10324238240718842
31,0.12788371741771698,0.7586126923561096,0.14788338541984558,0.12788371741771698,0.4766579568386078,0.49945786595344543,0.12788371741771698,0.13765490055084229,0.5471112728118896,0.3590930700302124,0.3343125879764557,0.06162409111857414
32,0.07865498960018158,0.6092478036880493,0.27632370591163635,0.07865498960018158,0.342315137386322,0.6430002450942993,0.07865498960018158,0.09172181785106659,0.42662546038627625,0.49211519956588745,0.34056857228279114,0.10004595667123795
33,0.10440453886985779,0.5669955611228943,0.32393068075180054,0.10440453886985779,0.3327118754386902,0.6504315137863159,0.10440453886985779,0.10043306648731232,0.38367918133735657,0.5107124447822571,0.3006742298603058,0.13676893711090088
34,0.058546993881464005,0.5440135598182678,0.35982656478881836,0.058546993881464005,0.30216649174690247,0.6863520741462708,0.058546993881464005,0.07386767864227295,0.39721035957336426,0.5215032696723938,0.3022148013114929,0.15184025466442108
35,0.14199115335941315,0.6731691360473633,0.2394120693206787,0.14199115335941315,0.48688361048698425,0.4859870970249176,0.14199115335941315,0.14481200277805328,0.4878617823123932,0.34433260560035706,0.2237182855606079,0.10758855938911438
36,0.10954033583402634,0.7010048031806946,0.20360562205314636,0.10954033583402634,0.44573330879211426,0.5336574912071228,0.10954033583402634,0.11854080110788345,0.5095560550689697,0.39980942010879517,0.30760806798934937,0.08574823290109634
37,0.08403655141592026,0.5897532105445862,0.267460435628891,0.08403655141592026,0.3393493890762329,0.6433600187301636,0.08403655141592026,0.08954308927059174,0.4075673818588257,0.5198891162872314,0.32768768072128296,0.09307308495044708
38,0.1062096431851387,0.5897216200828552,0.2922041714191437,0.1062096431851387,0.3401772677898407,0.6432390809059143,0.1062096431851387,0.11031266301870346,0.383585661649704,0.5406498908996582,0.31602829694747925,0.1107524111866951
39,0.06517234444618225,0.5185245871543884,0.3666611611843109,0.06517234444618225,0.308559387922287,0.677776575088501,0.06517234444618225,0.0752602145075798,0.36997687816619873,0.5484203696250916,0.28056418895721436,0.14321699738502502
40,0.14305947721004486,0.7218203544616699,0.19607369601726532,0.14305947721004486,0.5138617157936096,0.4609357714653015,0.14305947721004486,0.14735473692417145,0.5340213775634766,0.3072699308395386,0.24565084278583527,0.08720945566892624
41,0.09907399863004684,0.6988353133201599,0.1989743560552597,0.09907399863004684,0.4261111915111542,0.5548917651176453,0.09907399863004684,0.10445129126310349,0.5141130089759827,0.3958241641521454,0.3300412595272064,0.08478223532438278
42,0.08457770943641663,0.6337854266166687,0.21955585479736328,0.08457770943641663,0.35190480947494507,0.6322572827339172,0.08457770943641663,0.08803469687700272,0.4388551414012909,0.5028439164161682,0.3692567050457001,0.07193595170974731
43,0.09762664139270782,0.5440207123756409,0.32283756136894226,0.09762664139270782,0.32659241557121277,0.6563146710395813,0.09762664139270782,0.09415686130523682,0.3684488832950592,0.5306985378265381,0.28900566697120667,0.12479003518819809
44,0.06708288192749023,0.5544641017913818,0.3384833335876465,0.06708288192749023,0.31749382615089417,0.6693906784057617,0.06708288192749023,0.07427306473255157,0.395956426858902,0.5225178599357605,0.30500394105911255,0.13635095953941345
45,0.13368068635463715,0.6828249096870422,0.2303483486175537,0.13368068635463715,0.45324087142944336,0.5246462821960449,0.13368068635463715,0.13992229104042053,0.47918301820755005,0.3519185185432434,0.27328965067863464,0.1030995175242424
46,0.10188095271587372,0.685553789138794,0.19939683377742767,0.10188095271587372,0.3776874244213104,0.6030530333518982,0.10188095271587372,0.10271931439638138,0.46465879678726196,0.434125155210495,0.3762827217578888,0.08283915370702744
47,0.07971866428852081,0.5977684259414673,0.24438440799713135,0.07971866428852081,0.29269352555274963,0.6937264800071716,0.07971866428852081,0.08484692871570587,0.3796912729740143,0.5432518124580383,0.40464454889297485,0.08797335624694824
48,0.07534600794315338,0.5391284823417664,0.3272395133972168,0.07534600794315338,0.2794550359249115,0.7081023454666138,0.07534600794315338,0.08027248084545135,0.3490753173828125,0.5647922158241272,0.34374290704727173,0.1207134947180748
49,0.0733809694647789,0.5544899106025696,0.3157358467578888,0.0733809694647789,0.28491300344467163,0.7011556625366211,0.0733809694647789,0.07561308145523071,0.3577062487602234,0.5654100179672241,0.3453389108181,0.11357656866312027
50,0.15201638638973236,0.6864691972732544,0.2175384908914566,0.15201638638973236,0.4568909704685211,0.5113590955734253,0.15201638638973236,0.14157775044441223,0.4851354956626892,0.33868423104286194,0.2685072124004364,0.09348538517951965
51,0.10944607108831406,0.650206446647644,0.24095316231250763,0.10944607108831406,0.3583707809448242,0.6188359260559082,0.10944607108831406,0.10498840361833572,0.4443175792694092,0.4270564913749695,0.34920167922973633,0.10078010708093643
52,0.08671249449253082,0.5874404311180115,0.2684377431869507,0.08671249449253082,0.30305081605911255,0.6814979910850525,0.08671249449253082,0.09410689026117325,0.3818102777004242,0.5245145559310913,0.36558204889297485,0.08440898358821869
53,0.07129113376140594,0.47261956334114075,0.40614086389541626,0.07129113376140594,0.23792614042758942,0.7467880249023438,0.07129113376140594,0.06663285195827484,0.30452853441238403,0.5821560621261597,0.30093857645988464,0.14301517605781555
54,0.06631137430667877,0.5496652126312256,0.31377485394477844,0.06631137430667877,0.2860473096370697,0.7041887640953064,0.06631137430667877,0.0859828069806099,0.372165322303772,0.5641451478004456,0.34566858410835266,0.10354103147983551
55,0.11944129317998886,0.6870267987251282,0.22581855952739716,0.11944129317998886,0.47406938672065735,0.5032897591590881,0.11944129317998886,0.13996544480323792,0.518119752407074,0.3466886878013611,0.25300508737564087,0.10110928863286972
56,0.09537706524133682,0.6561663746833801,0.22704832255840302,0.09537706524133682,0.37871161103248596,0.6026967763900757,0.09537706524133682,0.10854437202215195,0.4763208031654358,0.4341210424900055,0.3378930389881134,0.09699619561433792
57,0.08045044541358948,0.5823768377304077,0.2508786916732788,0.08045044541358948,0.31058022379875183,0.673837423324585,0.08045044541358948,0.09317506104707718,0.3976025879383087,0.5340377688407898,0.3591512143611908,0.08676695078611374
58,0.06004897877573967,0.5221188068389893,0.32467225193977356,0.06004897877573967,0.267486035823822,0.7201877236366272,0.06004897877573967,0.07109234482049942,0.3632745146751404,0.5828027725219727,0.3363269865512848,0.12910576164722443
59,0.08344736695289612,0.533086895942688,0.33274680376052856,0.08344736695289612,0.2878211736679077,0.6972234845161438,0.08344736695289612,0.09835217893123627,0.36685478687286377,0.5568181872367859,0.3148718774318695,0.1265593022108078
